2024-09-13 12:49:02,407 - Error: EQUI7_NA020M_E084N030T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N030T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,713 - Error: EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,715 - Error: EQUI7_NA020M_E099N033T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E099N033T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,720 - Error: EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,721 - Error: EQUI7_NA020M_E093N030T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E093N030T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,723 - Error: EQUI7_NA020M_E099N033T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E099N033T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,724 - Error: EQUI7_NA020M_E096N027T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E096N027T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,727 - Error: EQUI7_NA020M_E087N027T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E087N027T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,728 - Error: EQUI7_NA020M_E090N027T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E090N027T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,730 - Error: EQUI7_NA020M_E090N027T3_rqatrend_VH_A_thresh_3.0_year_2021_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E090N027T3_rqatrend_VH_A_thresh_3.0_year_2021_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,737 - Error: EQUI7_NA020M_E090N030T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E090N030T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,737 - Error: EQUI7_NA020M_E093N024T3_rqatrend_VH_A_thresh_3.0_year_2018_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E093N024T3_rqatrend_VH_A_thresh_3.0_year_2018_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,742 - Error: EQUI7_NA020M_E090N030T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E090N030T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,745 - Error: EQUI7_NA020M_E096N024T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E096N024T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,746 - Error: EQUI7_NA020M_E084N027T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N027T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,749 - Error: EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc.aux.xml - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc.aux.xml', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,751 - Error: EQUI7_NA020M_E093N033T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E093N033T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,752 - Error: EQUI7_NA020M_E099N030T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E099N030T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,755 - Error: EQUI7_NA020M_E084N027T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N027T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,757 - Error: EQUI7_NA020M_E099N030T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E099N030T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,759 - Error: EQUI7_NA020M_E087N024T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E087N024T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,762 - Error: EQUI7_NA020M_E084N030T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N030T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,764 - Error: EQUI7_NA020M_E084N030T3_rqatrend_VH_A_thresh_3.0_year_2021_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N030T3_rqatrend_VH_A_thresh_3.0_year_2021_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,768 - Error: EQUI7_NA020M_E093N030T3_rqatrend_VH_A_thresh_3.0_year_2018_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E093N030T3_rqatrend_VH_A_thresh_3.0_year_2018_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,770 - Error: EQUI7_NA020M_E093N027T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E093N027T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,772 - Error: EQUI7_NA020M_E090N024T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E090N024T3_rqatrend_VH_A_thresh_3.0_year_2020_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,774 - Error: EQUI7_NA020M_E090N024T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E090N024T3_rqatrend_VH_A_thresh_3.0_year_2017_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,778 - Error: EQUI7_NA020M_E087N030T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E087N030T3_rqatrend_VH_A_thresh_3.0_year_2019_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,783 - Error: EQUI7_NA020M_E087N027T3_rqatrend_VH_A_thresh_3.0_year_2018_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E087N027T3_rqatrend_VH_A_thresh_3.0_year_2018_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,786 - Error: EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2021_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2021_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,788 - Error: EQUI7_NA020M_E099N033T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E099N033T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,791 - Error: EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E084N024T3_rqatrend_VH_A_thresh_3.0_year_2016_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
2024-09-13 13:00:48,794 - Error: EQUI7_NA020M_E099N033T3_rqatrend_VH_A_thresh_3.0_year_2021_cluster_compressed.nc - Command '['python', '03_1_s1_polygon_extraction_relabeling.py', '/net/projects/forexd/WP1/Data/S1_TILES_R8/s1_change_detection_northamerica/EQUI7_NA020M_E099N033T3_rqatrend_VH_A_thresh_3.0_year_2021_cluster_compressed.nc', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//region_08_dca_filtered_ids_usda_polygons_EPSG_27705.shp', '/net/projects/forexd/WP1/Data/CONUS/tcc/wp1_nlcd_tcc_conus_2017_v2021_4_20m_EPSG_27705_cropped_region_08.tif', '/net/projects/forexd/WP1/02_ImprovedLabels/Scripts/ForExD-WP1-P1/results//overlapping_results/']' returned non-zero exit status 1.
